                  user                                           modified                                            added  modified_centrality  all_centrality  modified_proximity  all_proximity  modified_changeExtent  all_changeExtent
271               nico                                               [15]                                               []             0.740000       18.000000            1.000000      18.999229               0.000000          0.609610
272               nico                                               [15]                                               []             0.740000       18.000000            0.500000      17.989532               0.000000          0.606137
273           wlangfor            [5, 9, 10, 11, 62, 23, 101, 34, 15, 18]                             [118, 119, 120, 121]             5.820000       18.000000            2.012765       7.699132               1.599584          2.570173
274               nico                                     [23, 120, 121]                                               []             1.370370       18.759259            1.831447      20.352124               0.161172          4.314652
275           wlangfor                                               [24]                                               []             0.518519       18.796296            0.363636      21.600314               0.076642          8.963504
276               nico                                            [9, 10]                                               []             1.333333       18.814815            1.677083      18.962068               0.511111          2.497367
277           wlangfor                                              [118]                                               []             0.259259       18.814815            0.956522      19.603174               0.333333          4.880435
278               nico                                                [5]                                               []             0.888889       18.814815            0.433333      19.410745               0.181818          1.601561
279         pkoppstein                                                [5]                                               []             0.888889       18.814815            0.000000       0.000000               0.363309          2.561151
280               nico                                                [5]                                               []             0.890909       18.490909            0.000000      18.859698               2.000000          3.245908
281         pkoppstein                                                [5]                                               []             0.890909       18.490909            0.000000       4.762511               2.000000          4.182143
282           wlangfor                                                [9]                                               []             0.672727       18.490909            1.000000      14.156066               0.250000          2.864769
283         pkoppstein                                                [5]                                               []             0.890909       18.490909            0.000000       7.226744               0.000000          2.170213
284               nico                                        [9, 10, 18]                                               []             1.818182       18.490909            2.508111      20.437703               0.362637          2.344026
285               nico                                                [5]                                               []             0.890909       18.490909            0.187500      20.121437               0.750000          1.702825
286               nico                                                [5]                                               []             0.890909       18.490909            0.000000      20.294730               0.000000          0.927710
287               nico                                                [5]                                               []             0.890909       18.490909            0.000000      21.552851               0.000000          0.905385
288               nico                                               [23]                                               []             0.836364       18.490909            0.875000      22.593166               0.000000          0.885353
289               nico                                               [23]                                               []             0.836364       18.490909            0.906250      22.650060               0.000000          0.867234
290               nico                                                [5]                                               []             0.890909       18.490909            0.117647      22.736013               0.000000          0.850729
291               nico                                                [9]                                               []             0.672727       18.490909            0.977778      22.609362               0.000000          0.835603
292               nico                                            [9, 10]                                               []             1.309091       18.490909            1.930233      20.902002               0.000000          0.821662
293               nico                                                [5]                                               []             0.890909       18.490909            0.187500      20.834919               0.000000          0.808751
294               nico                              [9, 11, 62, 118, 101]                                               []             2.509091       18.490909            2.963564      20.854165               0.121292          0.796741
295               nico                                               [22]                                               []             0.636364       18.545455            0.921053      22.527302               0.000000          0.667233
296               nico                                               [22]                                               []             0.636364       18.545455            0.866667      21.202100               0.000000          0.659516
297               nico               [5, 9, 10, 11, 62, 118, 119, 15, 18]                                               []             5.236364       18.545455            6.771800      20.753874               0.086712          0.652242
298               nico                                          [118, 15]                                               []             1.036364       18.563636            1.828010      24.142157               0.000000          0.561996
299               nico                                               [15]                                               []             0.763636       18.563636            0.818182      21.966192               0.000000          0.558561
300               nico                                                [5]                                               []             0.890909       18.563636            0.607143      24.120896               0.000000          0.555219
301           wlangfor                                               [15]                                               []             0.763636       18.563636            0.818182      17.591011               0.148148          2.916506
302               nico                                               [15]                                               []             0.763636       18.563636            0.444444      25.062023               1.000000          1.548792
303               nico                                               [15]                                               []             0.763636       18.563636            0.125000      24.966246               0.000000          0.545696
304               nico                                      [11, 62, 118]                                               []             1.509091       18.563636            2.907197      25.796159               0.000000          0.542673
305           wlangfor                                                [9]                                               []             0.672727       18.563636            1.000000      17.721380               0.272727          3.586414
306               nico                                        [5, 22, 74]                                               []             2.090909       18.563636            2.060837      24.238914               0.027778          0.786830
307               nico                                                [5]                                               []             0.890909       18.563636            0.380952      24.868402               0.000000          0.728828
308               nico                                                [5]                                               []             0.890909       18.563636            0.166667      24.837815               0.000000          0.704207
309               nico                                                [5]                                               []             0.890909       18.563636            0.000000      25.011048               0.000000          0.683673
310         pkoppstein                                                [5]                                               []             0.890909       18.563636            0.000000      10.633420               0.461538          2.555390
311           wlangfor                                                [5]                                               []             0.890909       18.563636            0.058824      17.262586               0.486486          2.557354
312               nico                                       [22, 28, 15]                                               []             2.000000       18.563636            2.631808      25.880195               0.000000          2.137910
313           wlangfor                                                [5]                                               []             0.890909       18.563636            0.000000      17.621226               0.000000          2.053797
314               nico                                       [25, 22, 24]                                               []             1.654545       18.563636            2.870968      26.150953               0.100935          1.615711
315               nico                                               [11]                                               []             0.763636       18.581818            0.968750      23.957616               0.000000          1.306182
316               nico                                               [11]                                               []             0.763636       18.581818            0.869565      24.246577               0.000000          1.165079
317               nico                                        [9, 11, 18]                                               []             1.945455       18.581818            2.647059      24.186331               0.105263          1.062768
318               nico                                               [15]                                               []             0.763636       18.581818            1.000000      25.273822               0.000000          0.884858
319               nico                                           [25, 28]                                               []             1.109091       18.581818            1.800000      24.981054               0.000000          0.828092
320               nico                                                [5]                                               []             0.890909       18.581818            0.176471      22.789982               0.400000          0.782445
321               nico                                               [15]                                               []             0.763636       18.581818            1.000000      22.524118               0.000000          0.381250
322               nico                                                [5]                                               []             0.890909       18.581818            0.066667      21.798996               0.000000          0.380062
323               nico                                       [11, 22, 15]                                               []             2.163636       18.581818            2.846591      22.524118               0.000000          0.378882
324               nico                                                [5]                                               []             0.890909       18.581818            0.176471      24.066780               0.000000          0.377709
325               nico                                               [28]                                               []             0.600000       18.581818            0.900000      22.519131               0.000000          0.376543
326               nico                                               [28]                                               []             0.600000       18.581818            0.750000      21.424564               0.000000          0.375385
327               nico                                  [11, 62, 118, 15]                                               []             2.272727       18.581818            3.691176      22.059940               0.000000          0.374233
328               nico                                                [5]                                               []             0.890909       18.581818            0.263158      22.784176               0.000000          0.373089
329               nico                                               [15]                                               []             0.763636       18.581818            1.000000      22.451127               0.000000          0.371951
330               nico                                               [15]                                               []             0.763636       18.581818            0.714286      22.432605               0.000000          0.370821
331               nico                                                [5]                                               []             0.890909       18.581818            0.125000      23.667042               0.000000          0.369697
332               nico                                                [5]                                               []             0.890909       18.581818            0.058824      23.679332               0.000000          0.368580
333               nico                                                [5]                                               []             0.890909       18.581818            0.000000      23.832308               0.000000          0.367470
334               nico                                               [28]                                               []             0.600000       18.581818            1.000000      24.910172               0.000000          0.366366
335               nico                                             [5, 9]                                               []             1.563636       18.581818            1.052632      24.044204               0.000000          0.365269
336               nico                                               [10]                                               []             0.636364       18.581818            1.000000      25.402880               0.000000          0.364179
337               nico                                               [11]                                               []             0.763636       18.581818            0.947368      24.098702               0.000000          0.363095
338               nico                            [5, 11, 62, 22, 28, 15]                                               []             4.127273       18.581818            4.843609      23.946916               0.000000          0.362018
339               nico                                               [28]                                               []             0.600000       18.581818            0.904762      26.622481               0.000000          0.360947
340               nico                                               [25]                                               []             0.509091       18.581818            1.000000      24.621423               0.000000          0.359882
341               nico                                                [5]                                               []             0.890909       18.581818            0.461538      20.594389               0.000000          0.358824
342               nico                                    [5, 11, 62, 15]                                               []             2.890909       18.581818            3.144444      22.269608               0.000000          0.357771
343         pkoppstein                                                [5]                                               []             0.890909       18.581818            0.000000      13.949426               0.437500          2.446272
344         pkoppstein                                                [5]                                               []             0.890909       18.581818            0.000000      15.372390               0.000000          2.002915
345               nico                                               [28]                                               []             0.600000       18.581818            1.000000      25.384281               0.000000          1.854651
346               nico                                               [11]                                               []             0.763636       18.581818            0.950000      22.060932               0.000000          1.353623
347               nico                                               [25]                                               []             0.509091       18.581818            1.000000      21.966006               0.000000          1.102601
348               nico                                               [25]                                               []             0.509091       18.581818            0.000000      18.566367               0.000000          0.951585
349               nico                                               [25]                                               []             0.509091       18.581818            0.000000      18.897545               0.000000          0.850575
350               nico                                               [28]                                               []             0.600000       18.581818            1.000000      19.201290               0.000000          0.778142
351               nico                                            [5, 74]                                               []             1.454545       18.581818            1.238095      19.727156               0.375000          0.723571
352               nico                          [5, 8, 9, 10, 11, 15, 18]                                               []             4.763636       18.581818            5.491788      21.229043               0.000000          0.347578
353               nico                     [5, 7, 9, 10, 11, 118, 15, 18]                                               []             5.072727       18.581818            6.695953      25.935393               0.000000          0.346591
354               nico                                           [25, 15]                                               []             1.272727       18.618182            1.716667      27.480213               0.000000          0.345609
355               nico                                               [15]                                               []             0.763636       18.618182            0.837838      27.449715               0.000000          0.344633
356               nico                                         [120, 121]                                               []             0.545455       18.618182            1.833333      27.286937               0.000000          0.343662
357               nico                                              [120]                                               []             0.272727       18.618182            0.846154      22.628795               0.000000          0.342697
358               nico                                              [118]                                               []             0.290909       18.618182            1.000000      21.106055               0.000000          0.341737
359               nico                                           [25, 15]                                               []             1.272727       18.618182            1.394737      19.170335               0.000000          0.340782
360               nico                                               [23]                                               []             0.836364       18.618182            0.941176      23.696952               0.000000          0.339833
361               nico                                               [23]                                               []             0.836364       18.618182            0.800000      24.247165               0.000000          0.338889
362               nico                                                [5]                                               []             0.890909       18.618182            0.589744      24.128619               0.000000          0.337950
363               nico                                                [5]                                               []             0.890909       18.618182            0.437500      23.995408               0.000000          0.337017
364               nico                                                [5]                                               []             0.890909       18.618182            0.285714      23.890840               0.000000          0.336088
365               nico                                               [15]                                               []             0.763636       18.618182            1.000000      25.006142               0.000000          0.335165
366               nico                                               [15]                                               []             0.763636       18.618182            0.800000      25.007307               0.000000          0.334247
367               nico                                               [28]                                               []             0.600000       18.618182            1.000000      24.969039               0.000000          0.333333
368               nico                                                [5]                                               []             0.890909       18.618182            0.272727      22.133940               0.000000          0.332425
369               nico                                               [15]                                               []             0.763636       18.618182            1.000000      21.872040               0.000000          0.331522
370               nico                                  [62, 22, 15, 120]                                               []             2.145455       18.618182            3.375000      21.637650               0.000000          0.330623
371               nico                               [5, 11, 62, 15, 120]                                               []             3.181818       18.654545            3.696429      22.306165               0.000000          0.329730
372               nico                                                [5]                                               []             0.890909       18.654545            0.470588      24.292121               0.000000          0.328841
373               nico                                                 []                             [139, 140, 141, 142]             0.000000       18.654545            0.000000      24.340115               0.000000          0.327957
374               nico                                                [5]                                               []             0.830508       17.661017            0.185185      18.746160               0.000000          0.327078
375               nico                                               [15]                                               []             0.711864       17.661017            1.000000      26.565177               0.000000          4.326203
376               nico                                               [15]                                               []             0.711864       17.661017            0.818182      26.615988               0.000000          2.325333
377               nico                                               [15]                                               []             0.711864       17.661017            0.555556      26.598230               0.000000          1.657801
378               nico                                            [5, 22]                                               []             1.440678       17.661017            1.046784      27.354062               0.000000          1.323607
379               nico                                                [5]                                               []             0.830508       17.661017            0.217391      27.159326               0.000000          1.122751
380               nico                                               [15]                                               []             0.711864       17.661017            0.666667      27.360609               0.000000          0.988566
381               nico                                                [5]                                               []             0.830508       17.661017            0.142857      27.103141               0.000000          0.892481
382           wlangfor                                                [5]                                               []             0.830508       17.661017            0.000000      22.101556               0.397059          2.168708
383               nico                            [5, 139, 140, 141, 142]                                               []             1.101695       17.661017            2.712121      27.138964               2.444444          2.763816
384               nico                                               [15]                                               []             0.711864       17.796610            0.428571      20.759136               0.000000          0.318538
385        assafgordon                                               [15]                                               []             0.711864       17.796610            0.000000       0.000000               0.260417          2.320313
386        assafgordon                                              [120]                                               []             0.266667       17.516667            0.100000       8.707706               0.015584          2.054545
387        assafgordon                                               [15]                                               []             0.716667       17.533333            0.500000       3.168205               0.000000          2.033679
388               nico                                               [15]                                               []             0.716667       17.533333            0.400000      28.389572               1.000000          1.440245
389               nico                          [5, 11, 25, 118, 101, 34]                                               []             3.083333       17.533333            4.616833      28.123023               0.015464          0.432080
390               nico                      [139, 140, 101, 34, 141, 142]                                               []             1.150000       17.650000            4.683230      27.440380               0.000000          0.409312
391               nico                                                [5]                                               []             0.883333       17.916667            0.457143      20.808314               0.000000          0.402699
392        assafgordon                                                [5]                                               []             0.883333       17.916667            0.043478       9.164223               0.381074          2.540921
393        assafgordon                                                [5]                                               []             0.900000       17.933333            0.000000      10.120573               0.000000          2.055612
394        assafgordon                                                [5]                                               []             0.900000       17.933333            0.000000      12.691045               0.000000          1.984733
395               nico                                                [5]                                               []             0.900000       17.933333            0.076923      27.588199               1.333333          1.714706
396               nico                                               [15]                                               []             0.716667       17.933333            1.000000      29.701728               0.000000          0.377004
397               nico                                          [62, 120]                                               []             0.716667       17.933333            2.000000      29.238979               0.080000          0.372929
398               nico                                               [15]                                               []             0.716667       17.933333            1.000000      24.441142               0.000000          0.292191
399               nico                                              [120]                                               []             0.283333       17.933333            1.000000      26.266782               0.000000          0.291457
400               nico                                           [62, 34]                                               []             0.950000       17.933333            2.000000      20.815016               0.000000          0.290727
401               nico                                                [9]                                               []             0.616667       17.933333            1.000000      24.427479               0.000000          0.290000
402               nico                                               [15]                                               []             0.716667       17.933333            1.000000      26.043145               0.000000          0.289277
403               nico                                      [62, 15, 120]                                               []             1.433333       17.933333            2.000000      26.209054               0.000000          0.288557
404               nico                                                 []                                            [144]             0.000000       17.933333            0.000000      25.655605               0.000000          0.287841
405               nico                                               [28]                                               []             0.540984       17.655738            0.500000      22.375975               0.000000          0.287129
406               nico                                                [5]                                               []             0.885246       17.655738            0.047619      23.276713               0.000000          1.286420
407               nico                                                [5]                                               []             0.885246       17.655738            0.000000      27.130876               0.000000          0.785714
408        assafgordon                                      [62, 15, 120]                                               []             1.409836       17.655738            1.928571      15.151606               0.534702          2.409962
409        assafgordon                                       [5, 62, 120]                                               []             1.606557       17.672131            1.787211      15.197418               0.285714          1.849440
410               nico                                                [5]                                               []             0.885246       17.672131            0.142857      28.484178               1.000000          2.816952
411        assafgordon                                    [5, 11, 22, 24]                                               []             2.639344       17.672131            1.448889      15.187985               2.387805          3.556098
412             travis                                               [23]                                               []             0.754098       17.721311            0.000000       0.000000               0.114355          2.284672
413            svnpenn                                                [5]                                               []             0.870968       17.451613            0.000000       0.000000               0.383495          2.281553
414               nico                                              [120]                                               []             0.269841       17.190476            0.937500      29.300493               0.300000          2.391123
415               nico                                              [141]                                               []             0.111111       17.190476            0.958333      26.198848               0.000000          1.778030
416               nico                                           [78, 79]                                               []             0.682540       17.190476            0.391304      22.799535               0.012048          1.574910
417               nico                                               [15]                                               []             0.682540       17.206349            1.000000      23.847190               0.153846          1.417453
418               nico                                               [15]                                               []             0.682540       17.206349            0.600000      28.045648               0.000000          1.163810
419               nico                                              [102]                                               []             0.428571       17.206349            0.500000      28.993189               0.000000          1.085263
420               nico                                               [15]                                               []             0.682540       17.206349            0.500000      26.485541               0.000000          1.021394
421               nico                                               [15]                                               []             0.682540       17.206349            0.000000      28.885613               0.000000          0.968158
422               nico                                               [15]                                               []             0.682540       17.206349            0.000000      29.852216               0.000000          0.922912
423               nico                                               [15]                                               []             0.682540       17.206349            0.000000      30.593688               0.000000          0.883849
424               nico                                               [15]                                               []             0.682540       17.206349            0.000000      31.191205               0.000000          0.849687
425               nico                                       [22, 24, 15]                                               []             1.746032       17.206349            1.766667      31.687898               0.061660          0.819484
426            dtolnay                                       [9, 10, 141]                                               []             1.253968       17.206349            0.000000       0.000000               0.258824          2.249412
427               nico                                          [28, 120]                                               []             0.781250       17.046875            1.888889      31.225145               0.000000          0.997991
428               nico                                               [28]                                               []             0.531250       17.078125            0.818182      30.230023               0.000000          0.958453
429               nico                                               [28]                                               []             0.531250       17.078125            0.600000      30.696907               0.000000          0.923399
430               nico                               [5, 9, 10, 141, 142]                                               []             2.312500       17.078125            3.629254      29.982783               0.398496          0.892034
431               nico                                                [5]                                               []             0.859375       17.140625            0.414634      27.781145               0.000000          0.485478
432               nico                                           [23, 28]                                               []             1.265625       17.140625            1.500000      30.640850               0.028571          0.477911
433            dtolnay                                               [25]                                               []             0.484375       17.140625            0.285714      11.075668               0.067130          2.979167
434               nico                                                [5]                                               []             0.859375       17.156250            0.250000      29.636629               0.000000          0.481743
435               doug                                           [5, 120]                                               []             1.140625       17.156250            0.000000       0.000000               0.405530          2.241935
436               nico                                      [62, 15, 120]                                               []             1.369231       16.923077            2.746154      28.877503               0.343750          2.718137
437            dtolnay                                                [5]                                               []             0.861538       16.923077            0.038462       7.930503               0.373853          2.508257
438               nico                                          [15, 120]                                               []             0.953846       16.938462            1.582888      27.088349               0.000000          1.367641
439            dtolnay                            [5, 9, 25, 23, 78, 102]                                               []             3.369231       16.938462            2.016771      12.134444               0.310502          2.031963
440               nico                                               [23]                                               []             0.738462       17.046154            0.857143      26.564702               0.285714          1.876312
441               nico                                  [22, 24, 15, 121]                                               []             1.923077       17.046154            3.324786      27.598975               0.000000          1.423328
442           santiago                                                [5]                                               []             0.892308       17.107692            0.000000       0.000000               0.374150          2.249433
443               nico                                                [5]                                               []             0.893939       16.863636            0.257143      27.148152               0.625000          1.327333
444               nico                                              [141]                                               []             0.151515       16.863636            0.952381      29.283306               0.000000          0.680052
445               nico                                          [24, 121]                                               []             0.727273       16.863636            1.690476      20.876768               0.000000          0.660195
446               nico                                      [9, 118, 141]                                               []             1.015152       16.863636            2.607456      23.472065               0.133333          0.642336
447               nico                                           [5, 108]                                               []             0.939394       16.893939            0.103448      22.707685               0.000000          0.501148
448               nico                                           [25, 15]                                               []             1.136364       16.893939            1.666667      24.255642               0.051724          0.493730
449               nico                                               [25]                                               []             0.484848       16.893939            0.625000      27.030585               0.000000          0.435859
450            dtolnay                                                [5]                                               []             0.893939       16.893939            0.142857      20.186003               0.400000          2.735034
451            dtolnay                                              [104]                                               []             0.075758       16.893939            0.000000      19.301919               0.004444          2.257475
452               nico                                              [108]                                               []             0.045455       16.909091            0.250000      24.741454               0.000000          0.929824
453               nico                                              [121]                                               []             0.257576       16.909091            0.714286      21.124129               0.000000          0.824787
454            dtolnay                                      [62, 15, 120]                                               []             1.348485       16.909091            0.753247      15.366654               0.348786          2.084253
455    john.m.fletcher                                                [5]                                               []             0.893939       16.954545            0.000000       0.000000               0.372247          2.229075
456               nico                               [139, 140, 141, 142]                                               []             0.507463       16.716418            3.752778      21.183809               0.000000          1.294638
457               nico                                                [5]                                               []             0.895522       16.716418            0.133333      16.192443               0.333333          1.201257
458            dtolnay  [5, 7, 8, 9, 104, 11, 25, 23, 22, 74, 26, 28, ...                                               []             7.134328       16.716418            7.301716      18.801616               1.549867          2.054208
459            dtolnay                                         [141, 142]                                               []             0.671642       18.253731            1.694271      28.263299               0.000000          0.501365
460            dtolnay                                         [141, 142]                                               []             0.671642       18.253731            1.504505      23.167077               0.000000          0.498515
461         pkoppstein                                                [5]                                               []             0.925373       18.253731            0.000000      17.318503               0.353448          2.236057
462            dtolnay                                       [11, 23, 22]                                               []             2.089552       18.253731            2.805570      20.229402               0.000000          1.159818
463  santiago.lapresta                                                [5]                                               []             0.925373       18.253731            0.000000      14.061575               0.390351          2.271303
464            dtolnay                                               [15]                                               []             0.656716       18.253731            0.666667      24.105501               0.000000          1.088179
465            dtolnay                                        [9, 10, 11]                                               []             1.865672       18.253731            2.758338      22.596005               0.052632          0.985821
466            dtolnay                                                [5]                                               []             0.925373       18.253731            0.096774      26.454960               0.428571          0.860829
467               nico                                               [74]                                               []             0.537313       18.253731            1.000000      30.639303               0.017391          2.886062
468         pkoppstein                                                [5]                                               []             0.925373       18.253731            0.000000      19.256859               0.500000          2.371520
469               nico                                               [15]                                               []             0.656716       18.253731            1.000000      26.311122               0.150000          2.632375
470               nico                                              [118]                                               []             0.268657       18.253731            1.000000      29.540539               0.000000          2.351710
471            dtolnay                                       [9, 10, 141]                                               []             1.522388       18.253731            2.882353      25.385658               0.000000          1.429787
472            dtolnay                                              [141]                                               []             0.343284       18.253731            0.904762      23.693005               0.000000          1.268435
473            dtolnay                                              [141]                                               []             0.343284       18.253731            0.777778      19.958457               0.000000          1.154157
474            dtolnay                                          [139, 33]                                               []             0.268657       18.253731            0.437500      19.733486               0.019027          1.068331
475            dtolnay                                              [141]                                               []             0.343284       18.313433            0.705882      20.068590               0.000000          0.982173
476            dtolnay                                           [24, 15]                                               []             1.208955       18.313433            1.142857      21.199811               0.181818          0.928003
477            dtolnay                                               [22]                                               []             0.641791       18.313433            0.888889      24.071301               0.000000          0.716573
478            dtolnay                                              [141]                                               []             0.343284       18.313433            0.833333      23.304586               0.000000          0.691693
479            dtolnay                                               [11]                                               []             0.686567       18.313433            0.833333      21.265876               0.000000          0.670432
480            dtolnay                                   [25, 22, 24, 15]                                               []             2.402985       18.313433            3.418067      24.171481               0.000000          0.652007
481            dtolnay                                               [74]                                               []             0.537313       18.313433            1.000000      26.513938               0.090909          0.635850
482            fcambus                                               [24]                                               []             0.552239       18.313433            0.000000       0.000000               0.062370          2.224532
483            dtolnay                                              [108]                                               []             0.044118       18.058824            0.000000      21.361318               0.012448          1.525415
484            dtolnay                                              [108]                                               []             0.058824       18.073529            0.000000      18.466030               0.000000          1.171477
485            dtolnay                                               [31]                                               []             0.176471       18.073529            0.181818      17.068080               0.010331          0.997475
486            dtolnay                                               [62]                                               []             0.411765       18.088235            0.727273      18.657294               0.000000          0.880521
487            svnpenn                                              [120]                                               []             0.426471       18.088235            0.045455       8.319091               0.039095          2.096370
488       joel.nothman                                                [5]                                               []             0.911765       18.102941            0.000000       0.000000               0.361396          2.209446
489            dtolnay                                              [141]                                               []             0.333333       17.855072            0.875000      24.307341               0.000000          0.825981
490            dtolnay                                              [141]                                               []             0.333333       17.855072            0.750000      21.790095               0.000000          0.789361
491            dtolnay                                      [9, 141, 142]                                               []             1.246377       17.855072            2.269841      21.442521               0.000000          0.758929
492            dtolnay                                               [74]                                               []             0.521739       17.855072            1.000000      22.441127               0.000000          0.733096
493               nico                                              [120]                                               []             0.434783       17.855072            0.800000      24.242256               0.074074          2.105312
494            dtolnay                                               [23]                                               []             0.739130       17.855072            0.866667      21.829500               0.000000          0.719840
495            dtolnay                                               [23]                                               []             0.739130       17.855072            0.500000      24.771552               0.000000          0.701754
496            dtolnay                                                [5]                                               []             0.913043       17.855072            0.066667      27.864545               0.103448          0.685539
497            dtolnay                                                [5]                                               []             0.913043       17.855072            0.032258      28.382792               0.000000          0.570883
498            dtolnay                                                [5]                                               []             0.913043       17.855072            0.000000      28.979380               0.000000          0.560767
499               nico                                               [28]                                               []             0.550725       17.855072            1.000000      25.927706               0.030303          1.899950
500               nico                                               [15]                                               []             0.637681       17.855072            1.000000      24.905458               0.100000          1.834347
501               nico                                               [22]                                               []             0.623188       17.855072            0.769231      28.330519               0.084746          1.703837
502   romero.malaquias                                               [26]                                               []             0.347826       17.855072            0.000000       0.000000               0.015968          2.179641
503       cameronsparr                                               [15]                                               []             0.628571       17.614286            0.000000       0.000000               0.250996          2.177291
504               nico                                               [15]                                               []             0.633803       17.380282            0.666667      25.017082               0.666667          2.209138
505               nico                                               [15]                                               []             0.633803       17.380282            0.000000      27.082040               0.000000          1.517792
506               nico                                              [120]                                               []             0.422535       17.380282            0.700000      28.595821               0.000000          1.494046
507               nico                                              [118]                                               []             0.253521       17.380282            1.000000      26.602881               0.000000          1.471178
508               nico                                            [5, 15]                                               []             1.521127       17.380282            0.531250      22.006327               0.200000          1.449137
509                 mu                                               [74]                                               []             0.507042       17.380282            0.666667      32.937597               0.032468          1.601614
510            clement                                                [5]                                               []             0.887324       17.380282            0.000000       0.000000               0.355599          2.163065
511              jwilk                                               [33]                                               []             0.180556       17.152778            0.000000       0.000000               0.011765          2.160784
512              wmark                                               [24]                                               []             0.520548       16.931507            0.000000       0.000000               0.060665          2.158513
513              wmark                                               [28]                                               []             0.513514       16.716216            0.250000       6.992444               0.072266          2.093750
514           wlangfor                                      [102, 31, 32]                                               []             0.662162       16.729730            1.350000      23.468356               0.028689          1.892196
515             attila                                                [5]                                               []             0.864865       16.810811            0.000000       0.000000               0.354086          2.155642
516               nico                                                [9]                                               []             0.546667       16.600000            1.000000      28.798864               0.072464          1.730220
517               nico                                                [5]                                               []             0.866667       16.600000            0.030303      25.181275               0.375000          1.583723
518               nico                                           [5, 108]                                               []             0.920000       16.600000            0.500000      26.993815               0.046154          1.189465
519           wlangfor                                                [5]                                               []             0.866667       16.600000            0.048780      19.412987               0.294118          1.855775
520           wlangfor                                                [5]                                               []             0.866667       16.600000            0.000000      24.738085               0.000000          1.556541
521           wlangfor                                         [5, 9, 10]                                               []             1.920000       16.600000            1.958333      26.484223               0.118350          1.551462
522      erik.brinkman                                                [5]                                               []             0.866667       16.600000            0.000000       0.000000               0.360845          2.145873
523               nico                                                [9]                                               []             0.539474       16.394737            0.959184      25.538649               0.333333          2.658249
524               nico                                                [5]                                               []             0.868421       16.394737            0.050000      28.259492               1.000000          2.061035
525           mattn.jp                                              [102]                                               []             0.421053       16.394737            0.000000       0.000000               0.017176          2.139313
526           mattn.jp                                           [24, 15]                                               []             1.090909       16.194805            0.642857       4.985910               0.308571          2.118095
527               nico                                              [120]                                               []             0.389610       16.220779            0.666667      29.429596               0.000000          1.155363
528               nico                                              [108]                                               []             0.051948       16.220779            0.333333      26.515800               0.000000          1.137379
529               nico                                           [23, 22]                                               []             1.220779       16.220779            0.500000      16.588083               0.056818          1.120394
530               nico                                               [11]                                               []             0.597403       16.220779            0.500000      26.977191               0.042857          1.048117
531               nico                                               [15]                                               []             0.597403       16.220779            0.600000      25.839561               0.090909          0.990887
532               nico                                                [9]                                               []             0.532468       16.220779            0.977778      26.356685               0.000000          0.890256
533               nico                                                [9]                                               []             0.532468       16.220779            0.933333      24.931596               0.000000          0.880838
534               nico                                        [9, 10, 11]                                               []             1.623377       16.220779            2.370471      26.548341               0.038835          0.871706
535               nico                                               [11]                                               []             0.597403       16.220779            0.666667      29.232084               0.000000          0.824381
536               nico                                                [5]                                               []             0.857143       16.220779            0.100000      29.322023               0.000000          0.816140
537               nico                                    [5, 11, 62, 15]                                               []             2.415584       16.220779            2.073810      29.365488               0.030000          0.808133
538               nico                                             [5, 9]                                               []             1.389610       16.220779            1.180000      31.413898               0.000000          0.770646
539               nico                                                [5]                                               []             0.857143       16.220779            0.142857      32.371977               0.000000          0.763366
540           wlangfor                                                [5]                                               []             0.857143       16.220779            0.062500      28.651181               0.388889          2.312102
541               nico                                            [5, 11]                                               []             1.454545       16.220779            0.800000      32.675813               2.000000          2.749381
542               nico                                               [23]                                               []             0.662338       16.220779            0.800000      34.071536               0.000000          0.742660
543               nico                                               [23]                                               []             0.662338       16.220779            0.555556      33.311278               0.000000          0.736108
544               nico                                                [9]                                               []             0.532468       16.220779            1.000000      32.904717               0.000000          0.729719
545           wlangfor                                [9, 10, 11, 22, 18]                                               []             2.545455       16.220779            4.408460      29.342231               0.621531          2.347373
546           wlangfor                                                [9]                                               []             0.532468       16.233766            0.950820      29.166133               0.000000          1.620289
547           wlangfor                                       [11, 62, 15]                                               []             1.558442       16.233766            2.584091      27.972930               0.310832          1.548227
548               nico                               [139, 140, 141, 142]                                               []             0.792208       16.233766            3.652381      31.037051               0.208791          2.880912
549               nico                                              [141]                                               []             0.298701       16.233766            0.894737      20.912336               0.000000          2.294032
550               nico                                           [5, 108]                                               []             0.909091       16.233766            0.055556      21.494629               0.000000          2.041988
551               nico                                              [108]                                               []             0.051948       16.233766            0.428571      22.594405               0.000000          1.858277
552               nico                      [5, 9, 74, 24, 118, 101, 120]                                               []             3.337662       16.233766            1.961696      15.736986               0.542228          1.716618
553               nico                                               [24]                                               []             0.545455       16.311688            0.750000      26.025711               0.000000          1.115590
554               nico                                       [62, 24, 15]                                               []             1.506494       16.311688            1.788811      26.892637               0.250000          1.064776
555               nico                                          [102, 31]                                               []             0.610390       16.337662            1.130952      28.592436               0.042265          0.785039
556               nico                                                [5]                                               []             0.857143       16.350649            0.291667      26.441894               0.000000          0.716820
557               nico                                                [5]                                               []             0.857143       16.350649            0.142857      29.841734               0.000000          0.693757
558               nico                                                [5]                                               []             0.857143       16.350649            0.000000      31.424245               0.000000          0.673092
559               nico                                                [5]                                               []             0.857143       16.350649            0.000000      32.811188               0.000000          0.654440
560               nico                                                [5]                                               []             0.857143       16.350649            0.000000      33.876513               0.000000          0.637497
