+--------+----------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------------+------------------------+-------+-------+
| commit |      user      |                                                                                                      changed_objects                                                                                                      | top 10 pred |         score          | top 3 | top 5 |
|        |                |                                                                                                                                                                                                                           |  (8, 0.658) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (10, 0.658) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (6, 0.653) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (14, 0.608) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (15, 0.608) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (16, 0.608) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (25, 0.599) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (27, 0.599) |                        |       |       |
|   69   |    fraggle     |                                                                                                          [30, 34]                                                                                                         |  (9, 0.615) |   0.058374773960217    |   0   |   0   |
|        |                |                                                                                                                                                                                                                           | (14, 0.608) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (15, 0.608) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (16, 0.608) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (25, 0.599) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (27, 0.599) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (29, 0.599) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (10, 0.568) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (11, 0.563) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (12, 0.563) |                        |       |       |
|   70   |    fraggle     |                                                                                                        [30, 31, 43]                                                                                                       | (14, 0.608) |  0.08982001930392325   |   0   |   0   |
|        |                |                                                                                                                                                                                                                           | (15, 0.608) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (16, 0.608) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (25, 0.599) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (27, 0.599) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (29, 0.599) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (31, 0.591) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (9, 0.575) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (10, 0.568) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (11, 0.563) |                        |       |       |
|   72   |    fraggle     |                                                               [2, 3, 45, 11, 12, 13, 24, 26, 28, 30, 21, 5, 6, 34, 8, 48, 4, 42, 47, 43, 23, 18, 44, 10, 51]                                                              | (31, 0.577) |   0.6179754020813625   |   0   |   0   |
|        |                |                                                                                                                                                                                                                           | (14, 0.575) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (15, 0.575) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (16, 0.575) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (25, 0.561) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (27, 0.561) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (29, 0.561) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (9, 0.554) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (34, 0.55) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (43, 0.53) |                        |       |       |
|   73   |    fraggle     |                                                                                                            [41]                                                                                                           |  (11, 0.75) | 0.0018762584660442984  |   0   |   0   |
|        |                |                                                                                                                                                                                                                           |  (12, 0.75) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (28, 0.75) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (13, 0.749) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (24, 0.749) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (26, 0.749) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (3, 0.733) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (6, 0.733) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (10, 0.724) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (8, 0.724) |                        |       |       |
|   75   |    fraggle     |                                                                                             [2, 45, 11, 12, 13, 28, 30, 5, 48]                                                                                            | (11, 0.749) |  0.26953989994258987   |   3   |   4   |
|        |                |                                                                                                                                                                                                                           | (12, 0.749) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (28, 0.749) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (13, 0.749) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (24, 0.749) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (26, 0.749) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (3, 0.733) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (6, 0.733) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (10, 0.725) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (8, 0.724) |                        |       |       |
|   76   |    fraggle     |                                                                                                            [46]                                                                                                           | (24, 0.759) |  0.00637378620011122   |   0   |   0   |
|        |                |                                                                                                                                                                                                                           | (26, 0.759) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (3, 0.744) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (6, 0.744) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (11, 0.742) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (12, 0.742) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (28, 0.742) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (13, 0.741) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (4, 0.733) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (8, 0.733) |                        |       |       |
|   79   |    fraggle     |                                                                                                            [46]                                                                                                           | (11, 0.749) |  0.005375899429327598  |   0   |   0   |
|        |                |                                                                                                                                                                                                                           | (12, 0.749) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (28, 0.749) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (13, 0.749) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (24, 0.747) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (26, 0.747) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (45, 0.733) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (3, 0.731) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (6, 0.731) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (5, 0.723) |                        |       |       |
|   80   |    fraggle     |                                                                                                          [45, 46]                                                                                                         |  (11, 0.74) |  0.03131585602292842   |   0   |   0   |
|        |                |                                                                                                                                                                                                                           |  (12, 0.74) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (28, 0.739) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (13, 0.738) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (24, 0.734) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (26, 0.734) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (45, 0.733) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (3, 0.719) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (6, 0.718) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (5, 0.713) |                        |       |       |
|   81   |    fraggle     |                                                                                                          [45, 46]                                                                                                         | (11, 0.717) |  0.043620267308436114  |   0   |   0   |
|        |                |                                                                                                                                                                                                                           | (12, 0.717) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (28, 0.716) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (13, 0.714) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (24, 0.707) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (26, 0.707) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (45, 0.7)  |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (3, 0.692) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (30, 0.692) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (5, 0.691) |                        |       |       |
|   82   |    fraggle     |                                                                                                            [59]                                                                                                           | (59, 0.815) |   0.0349770396120338   |   1   |   1   |
|        |                |                                                                                                                                                                                                                           | (11, 0.717) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (12, 0.717) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (28, 0.716) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (13, 0.714) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (24, 0.708) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (26, 0.708) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (3, 0.693) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (30, 0.692) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (6, 0.691) |                        |       |       |
|   83   |    fraggle     |                                                                                                        [45, 46, 59]                                                                                                       | (11, 0.716) |  0.06128530707437161   |   0   |   0   |
|        |                |                                                                                                                                                                                                                           | (12, 0.716) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (28, 0.715) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (13, 0.714) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (24, 0.707) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (26, 0.707) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (3, 0.692) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (30, 0.691) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (5, 0.69)  |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (6, 0.69)  |                        |       |       |
|   84   |    fraggle     |                                                                                                   [21, 22, 8, 9, 23, 10]                                                                                                  | (11, 0.699) |  0.15197540909501853   |   0   |   0   |
|        |                |                                                                                                                                                                                                                           | (12, 0.699) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (28, 0.697) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (13, 0.695) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (24, 0.687) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (26, 0.687) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (30, 0.674) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (10, 0.673) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (3, 0.672) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (5, 0.672) |                        |       |       |
|   85   |    fraggle     |                                                                                                            [41]                                                                                                           | (11, 0.698) |  0.005796971194895069  |   0   |   0   |
|        |                |                                                                                                                                                                                                                           | (12, 0.698) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (28, 0.696) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (13, 0.694) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (3, 0.694) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (6, 0.69)  |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (24, 0.686) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (26, 0.686) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (5, 0.681) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (2, 0.677) |                        |       |       |
|   87   |    fraggle     |                                                                                                      [21, 8, 23, 10]                                                                                                      | (11, 0.722) |  0.11415656461886171   |   0   |   0   |
|        |                |                                                                                                                                                                                                                           | (12, 0.722) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (28, 0.721) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (13, 0.72) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (24, 0.714) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (26, 0.714) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (45, 0.703) |                        |       |       |
|        |                |                                                                                                                                                                                                                           |  (3, 0.699) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (10, 0.698) |                        |       |       |
|        |                |                                                                                                                                                                                                                           | (30, 0.697) |                        |       |       |
|   88   |    fraggle     |                                                                                  [11, 14, 12, 13, 16, 24, 25, 28, 29, 4, 43, 23, 44, 10]                                                                                  | (11, 0.744) |   0.3887949870140579   |   3   |   5   |
