+--------+-------------------+-----------------+--------------+-----------------------+-------+-------+
| commit |        user       | changed_objects | top 10 pred  |         score         | top 3 | top 5 |
|        |                   |                 | (79, 0.483)  |                       |       |       |
|        |                   |                 | (80, 0.483)  |                       |       |       |
|        |                   |                 | (81, 0.483)  |                       |       |       |
|        |                   |                 | (82, 0.483)  |                       |       |       |
|   76   | christianbender89 |       [98]      | (73, 0.411)  |  0.026532349602724162 |   0   |   0   |
|        |                   |                 | (74, 0.411)  |                       |       |       |
|        |                   |                 | (75, 0.411)  |                       |       |       |
|        |                   |                 | (76, 0.411)  |                       |       |       |
|        |                   |                 | (77, 0.411)  |                       |       |       |
|        |                   |                 | (78, 0.411)  |                       |       |       |
|        |                   |                 | (79, 0.411)  |                       |       |       |
|        |                   |                 | (80, 0.411)  |                       |       |       |
|        |                   |                 | (81, 0.411)  |                       |       |       |
|        |                   |                 | (82, 0.411)  |                       |       |       |
|   78   | christianbender89 |       [69]      |  (73, 0.4)   | 0.0008908024645534841 |   0   |   0   |
|        |                   |                 |  (74, 0.4)   |                       |       |       |
|        |                   |                 |  (75, 0.4)   |                       |       |       |
|        |                   |                 |  (76, 0.4)   |                       |       |       |
|        |                   |                 |  (77, 0.4)   |                       |       |       |
|        |                   |                 |  (78, 0.4)   |                       |       |       |
|        |                   |                 |  (79, 0.4)   |                       |       |       |
|        |                   |                 |  (80, 0.4)   |                       |       |       |
|        |                   |                 |  (81, 0.4)   |                       |       |       |
|        |                   |                 |  (82, 0.4)   |                       |       |       |
|   83   | christianbender89 |       [5]       | (73, 0.394)  | 0.0006779150346489907 |   0   |   0   |
|        |                   |                 | (74, 0.394)  |                       |       |       |
|        |                   |                 | (75, 0.394)  |                       |       |       |
|        |                   |                 | (76, 0.394)  |                       |       |       |
|        |                   |                 | (77, 0.394)  |                       |       |       |
|        |                   |                 | (78, 0.394)  |                       |       |       |
|        |                   |                 | (79, 0.394)  |                       |       |       |
|        |                   |                 | (80, 0.394)  |                       |       |       |
|        |                   |                 | (81, 0.394)  |                       |       |       |
|        |                   |                 | (82, 0.394)  |                       |       |       |
|   85   | christianbender89 |      [101]      | (73, 0.389)  |  0.029620041117794878 |   0   |   0   |
|        |                   |                 | (74, 0.389)  |                       |       |       |
|        |                   |                 | (75, 0.389)  |                       |       |       |
|        |                   |                 | (76, 0.389)  |                       |       |       |
|        |                   |                 | (77, 0.389)  |                       |       |       |
|        |                   |                 | (78, 0.389)  |                       |       |       |
|        |                   |                 | (79, 0.389)  |                       |       |       |
|        |                   |                 | (80, 0.389)  |                       |       |       |
|        |                   |                 | (81, 0.389)  |                       |       |       |
|        |                   |                 | (82, 0.389)  |                       |       |       |
|   95   | christianbender89 |       [72]      | (121, 0.375) | 0.0009159444796730791 |   0   |   0   |
|        |                   |                 | (122, 0.375) |                       |       |       |
|        |                   |                 | (123, 0.375) |                       |       |       |
|        |                   |                 | (73, 0.364)  |                       |       |       |
|        |                   |                 | (74, 0.364)  |                       |       |       |
|        |                   |                 | (75, 0.364)  |                       |       |       |
|        |                   |                 | (76, 0.364)  |                       |       |       |
|        |                   |                 | (77, 0.364)  |                       |       |       |
|        |                   |                 | (78, 0.364)  |                       |       |       |
|        |                   |                 | (79, 0.364)  |                       |       |       |
|   98   | christianbender89 |      [123]      | (73, 0.362)  |  0.017619220968329106 |   0   |   0   |
|        |                   |                 | (74, 0.362)  |                       |       |       |
|        |                   |                 | (75, 0.362)  |                       |       |       |
|        |                   |                 | (76, 0.362)  |                       |       |       |
|        |                   |                 | (77, 0.362)  |                       |       |       |
|        |                   |                 | (78, 0.362)  |                       |       |       |
|        |                   |                 | (79, 0.362)  |                       |       |       |
|        |                   |                 | (80, 0.362)  |                       |       |       |
|        |                   |                 | (81, 0.362)  |                       |       |       |
|        |                   |                 | (82, 0.362)  |                       |       |       |
|   99   | christianbender89 |      [123]      | (73, 0.361)  |  0.008378260236048379 |   0   |   0   |
|        |                   |                 | (74, 0.361)  |                       |       |       |
|        |                   |                 | (75, 0.361)  |                       |       |       |
|        |                   |                 | (76, 0.361)  |                       |       |       |
|        |                   |                 | (77, 0.361)  |                       |       |       |
|        |                   |                 | (78, 0.361)  |                       |       |       |
|        |                   |                 | (79, 0.361)  |                       |       |       |
|        |                   |                 | (80, 0.361)  |                       |       |       |
|        |                   |                 | (81, 0.361)  |                       |       |       |
|        |                   |                 | (82, 0.361)  |                       |       |       |
|  100   | christianbender89 |      [105]      | (73, 0.358)  | 0.0009808359740455712 |   0   |   0   |
|        |                   |                 | (74, 0.358)  |                       |       |       |
|        |                   |                 | (75, 0.358)  |                       |       |       |
|        |                   |                 | (76, 0.358)  |                       |       |       |
|        |                   |                 | (77, 0.358)  |                       |       |       |
|        |                   |                 | (78, 0.358)  |                       |       |       |
|        |                   |                 | (79, 0.358)  |                       |       |       |
|        |                   |                 | (80, 0.358)  |                       |       |       |
|        |                   |                 | (81, 0.358)  |                       |       |       |
|        |                   |                 | (82, 0.358)  |                       |       |       |
|  101   | christianbender89 |      [105]      | (73, 0.357)  | 0.0003835238168290253 |   0   |   0   |
|        |                   |                 | (74, 0.357)  |                       |       |       |
|        |                   |                 | (75, 0.357)  |                       |       |       |
|        |                   |                 | (76, 0.357)  |                       |       |       |
|        |                   |                 | (77, 0.357)  |                       |       |       |
|        |                   |                 | (78, 0.357)  |                       |       |       |
|        |                   |                 | (79, 0.357)  |                       |       |       |
|        |                   |                 | (80, 0.357)  |                       |       |       |
|        |                   |                 | (81, 0.357)  |                       |       |       |
|        |                   |                 | (82, 0.357)  |                       |       |       |
|  102   | christianbender89 |      [105]      | (73, 0.357)  | 0.0003883495145631073 |   0   |   0   |
|        |                   |                 | (74, 0.357)  |                       |       |       |
|        |                   |                 | (75, 0.357)  |                       |       |       |
|        |                   |                 | (76, 0.357)  |                       |       |       |
|        |                   |                 | (77, 0.357)  |                       |       |       |
|        |                   |                 | (78, 0.357)  |                       |       |       |
|        |                   |                 | (79, 0.357)  |                       |       |       |
|        |                   |                 | (80, 0.357)  |                       |       |       |
|        |                   |                 | (81, 0.357)  |                       |       |       |
|        |                   |                 | (82, 0.357)  |                       |       |       |
|  103   | christianbender89 |      [105]      | (73, 0.353)  | 0.0003966365222909731 |   0   |   0   |
|        |                   |                 | (74, 0.353)  |                       |       |       |
|        |                   |                 | (75, 0.353)  |                       |       |       |
|        |                   |                 | (76, 0.353)  |                       |       |       |
|        |                   |                 | (77, 0.353)  |                       |       |       |
|        |                   |                 | (78, 0.353)  |                       |       |       |
|        |                   |                 | (79, 0.353)  |                       |       |       |
|        |                   |                 | (80, 0.353)  |                       |       |       |
|        |                   |                 | (81, 0.353)  |                       |       |       |
|        |                   |                 | (82, 0.353)  |                       |       |       |
|  104   | christianbender89 |      [109]      |  (73, 0.35)  | 0.0012090923746574252 |   0   |   0   |
|        |                   |                 |  (74, 0.35)  |                       |       |       |
|        |                   |                 |  (75, 0.35)  |                       |       |       |
|        |                   |                 |  (76, 0.35)  |                       |       |       |
|        |                   |                 |  (77, 0.35)  |                       |       |       |
|        |                   |                 |  (78, 0.35)  |                       |       |       |
|        |                   |                 |  (79, 0.35)  |                       |       |       |
|        |                   |                 |  (80, 0.35)  |                       |       |       |
|        |                   |                 |  (81, 0.35)  |                       |       |       |
|        |                   |                 |  (82, 0.35)  |                       |       |       |
|  105   | christianbender89 |       [95]      |  (73, 0.35)  |  0.028287399983835792 |   0   |   0   |
|        |                   |                 |  (74, 0.35)  |                       |       |       |
|        |                   |                 |  (75, 0.35)  |                       |       |       |
|        |                   |                 |  (76, 0.35)  |                       |       |       |
|        |                   |                 |  (77, 0.35)  |                       |       |       |
|        |                   |                 |  (78, 0.35)  |                       |       |       |
|        |                   |                 |  (79, 0.35)  |                       |       |       |
|        |                   |                 |  (80, 0.35)  |                       |       |       |
|        |                   |                 |  (81, 0.35)  |                       |       |       |
|        |                   |                 |  (82, 0.35)  |                       |       |       |
|  106   | christianbender89 |      [111]      | (73, 0.356)  | 0.0012643224022125651 |   0   |   0   |
|        |                   |                 | (74, 0.356)  |                       |       |       |
|        |                   |                 | (75, 0.356)  |                       |       |       |
|        |                   |                 | (76, 0.356)  |                       |       |       |
|        |                   |                 | (77, 0.356)  |                       |       |       |
|        |                   |                 | (78, 0.356)  |                       |       |       |
|        |                   |                 | (79, 0.356)  |                       |       |       |
|        |                   |                 | (80, 0.356)  |                       |       |       |
