+--------+----------------------+------------------------------------------------------+--------------+------------------------+-------+-------+
| commit |         user         |                   changed_objects                    | top 10 pred  |         score          | top 3 | top 5 |
|        |                      |                                                      | (18, 0.122)  |                        |       |       |
|  113   |    reuben.morais     |                 [20, 18, 23, 24, 25]                 | (25, 0.392)  |  0.25691456668715446   |   1   |   1   |
|        |                      |                                                      | (75, 0.286)  |                        |       |       |
|        |                      |                                                      |  (77, 0.28)  |                        |       |       |
|        |                      |                                                      | (22, 0.212)  |                        |       |       |
|        |                      |                                                      | (21, 0.195)  |                        |       |       |
|        |                      |                                                      | (36, 0.161)  |                        |       |       |
|        |                      |                                                      | (23, 0.159)  |                        |       |       |
|        |                      |                                                      |  (20, 0.15)  |                        |       |       |
|        |                      |                                                      | (45, 0.116)  |                        |       |       |
|        |                      |                                                      | (24, 0.113)  |                        |       |       |
|  117   |    chrislord.net     |                         [78]                         | (22, 0.585)  |  0.020264317180616734  |   0   |   0   |
|        |                      |                                                      |  (21, 0.58)  |                        |       |       |
|        |                      |                                                      | (36, 0.557)  |                        |       |       |
|        |                      |                                                      | (75, 0.497)  |                        |       |       |
|        |                      |                                                      | (77, 0.462)  |                        |       |       |
|        |                      |                                                      | (25, 0.253)  |                        |       |       |
|        |                      |                                                      | (23, 0.223)  |                        |       |       |
|        |                      |                                                      |  (20, 0.22)  |                        |       |       |
|        |                      |                                                      |  (24, 0.19)  |                        |       |       |
|        |                      |                                                      | (18, 0.136)  |                        |       |       |
|  118   |    lissyx+github     |                         [40]                         | (61, 0.622)  |  0.001005025125628141  |   0   |   0   |
|        |                      |                                                      | (62, 0.622)  |                        |       |       |
|        |                      |                                                      | (63, 0.622)  |                        |       |       |
|        |                      |                                                      | (64, 0.622)  |                        |       |       |
|        |                      |                                                      | (65, 0.622)  |                        |       |       |
|        |                      |                                                      | (66, 0.622)  |                        |       |       |
|        |                      |                                                      | (67, 0.622)  |                        |       |       |
|        |                      |                                                      | (68, 0.622)  |                        |       |       |
|        |                      |                                                      | (69, 0.622)  |                        |       |       |
|        |                      |                                                      | (70, 0.622)  |                        |       |       |
|  119   |    reuben.morais     |               [78, 77, 75, 36, 21, 22]               | (78, 0.727)  |  0.26189005558987033   |   1   |   1   |
|        |                      |                                                      | (83, 0.674)  |                        |       |       |
|        |                      |                                                      | (23, 0.606)  |                        |       |       |
|        |                      |                                                      | (18, 0.589)  |                        |       |       |
|        |                      |                                                      | (20, 0.586)  |                        |       |       |
|        |                      |                                                      | (25, 0.546)  |                        |       |       |
|        |                      |                                                      | (24, 0.543)  |                        |       |       |
|        |                      |                                                      |  (22, 0.24)  |                        |       |       |
|        |                      |                                                      | (21, 0.218)  |                        |       |       |
|        |                      |                                                      | (75, 0.185)  |                        |       |       |
|  120   |    reuben.morais     |                         [78]                         | (22, 0.611)  |  0.06613353643056614   |   0   |   0   |
|        |                      |                                                      | (21, 0.594)  |                        |       |       |
|        |                      |                                                      | (25, 0.588)  |                        |       |       |
|        |                      |                                                      | (75, 0.575)  |                        |       |       |
|        |                      |                                                      | (36, 0.572)  |                        |       |       |
|        |                      |                                                      | (23, 0.569)  |                        |       |       |
|        |                      |                                                      | (77, 0.561)  |                        |       |       |
|        |                      |                                                      | (20, 0.548)  |                        |       |       |
|        |                      |                                                      | (83, 0.534)  |                        |       |       |
|        |                      |                                                      | (78, 0.521)  |                        |       |       |
|  121   |    reuben.morais     |                         [78]                         | (83, 0.684)  |  0.03755248950209959   |   0   |   0   |
|        |                      |                                                      | (23, 0.663)  |                        |       |       |
|        |                      |                                                      | (18, 0.649)  |                        |       |       |
|        |                      |                                                      | (20, 0.628)  |                        |       |       |
|        |                      |                                                      | (22, 0.627)  |                        |       |       |
|        |                      |                                                      | (25, 0.622)  |                        |       |       |
|        |                      |                                                      |  (75, 0.61)  |                        |       |       |
