Repositories:
 - nlohmann/json
 - stedolan/jq
[DataQuery] - load existing repo: nlohmann/json..
[DataQuery] - ready!
[DataQuery] - Repo: nlohmann/json, commits: 578, train slice: 462
[DataQuery] - load existing repo: stedolan/jq..
[DataQuery] - ready!
[DataQuery] - Repo: stedolan/jq, commits: 992, train slice: 793
current values: [0.2 0.6 0.2 1.  1. ]
for repo: nlohmann/json
+---------------+-----------------------+-------+-------+--------+---------------+
|      user     |         score         | top 3 | top 5 | top 10 | total_objects |
| niels.lohmann | 0.016593102635037382 |   1   |   1   |   1    |       2       |
| niels.lohmann | 0.01644388797647035  |   1   |   1   |   1    |       1       |
| niels.lohmann | 0.016028526132818716 |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.015633634159575794 |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.01525773501297711  |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.015153901227574337 |   1   |   1   |   1    |       1       |
| niels.lohmann | 0.015054833883386685 |   1   |   1   |   1    |       1       |
| niels.lohmann | 0.014717212247548595 |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.014718914213410057 |   1   |   1   |   1    |       2       |
| niels.lohmann | 0.014720544881968577 |   1   |   1   |   1    |       2       |
| niels.lohmann | 0.014638917159891185 |   1   |   1   |   1    |       12      |
| niels.lohmann | 0.014659226595225885 |   1   |   1   |   1    |       2       |
| niels.lohmann | 0.014369419449221038 |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.014579340097734136 |   1   |   1   |   1    |       7       |
| niels.lohmann | 0.015159854109105956 |   2   |   2   |   3    |       40      |
| niels.lohmann | 0.014967215720591487 |   0   |   0   |   0    |       1       |
| niels.lohmann | 0.01947726589312168  |   1   |   1   |   4    |       33      |
| niels.lohmann | 0.02116898021694023  |   1   |   1   |   1    |       33      |
| niels.lohmann | 0.022970354786803125 |   1   |   1   |   2    |       35      |
| niels.lohmann | 0.024640631460716777 |   1   |   1   |   1    |       33      |
| niels.lohmann | 0.02446528542151069  |   1   |   1   |   1    |       1       |
| niels.lohmann | 0.02608556313112913  |   1   |   1   |   1    |       37      |
| niels.lohmann | 0.027768070442938865 |   1   |   1   |   1    |       39      |
| niels.lohmann |  0.0296486826010988  |   1   |   1   |   1    |      132      |
| niels.lohmann | 0.02902255078648723  |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.033638313142075396 |   3   |   5   |   5    |       60      |
|      mail     | 0.03757072272464362  |   3   |   5   |   10   |       43      |
|      mail     | 0.04720012688941663  |   3   |   5   |   10   |      162      |
|      mail     | 0.052696934693142364 |   3   |   5   |   10   |       43      |
|      mail     | 0.051199034794666844 |   0   |   0   |   0    |       0       |
|      mail     | 0.06790861216565312  |   2   |   4   |   9    |      216      |
|      mail     | 0.07267796745622321  |   3   |   5   |   10   |       49      |
|      mail     | 0.07744399593166224  |   0   |   0   |   0    |       53      |
|      mail     | 0.08555385871024765  |   3   |   5   |   10   |       94      |
|      mail     | 0.09000250514493137  |   3   |   5   |   10   |       62      |
+---------------+----------------------+-------+-------+--------+---------------+
score for repo is: 0.09000250514493137
for repo: stedolan/jq
+-------------------+----------------------+-------+-------+--------+---------------+
|        user       |        score         | top 3 | top 5 | top 10 | total_objects |
+-------------------+----------------------+-------+-------+--------+---------------+
|      dtolnay      |         0.0          |   0   |   0   |   0    |       0       |
|      dtolnay      |         0.0          |   0   |   0   |   0    |       0       |
|      dtolnay      |         0.0          |   0   |   0   |   0    |       0       |
|      dtolnay      |         0.0          |   0   |   0   |   0    |       0       |
|      svnpenn      | 0.004668838869508443 |   0   |   0   |   0    |       1       |
|    joel.nothman   | 0.013089580816244952 |   1   |   1   |   1    |       1       |
|      dtolnay      | 0.011249972164978186 |   0   |   0   |   0    |       0       |
|      dtolnay      | 0.01208562169708405  |   0   |   0   |   0    |       1       |
|      dtolnay      | 0.012738094699270203 |   0   |   0   |   0    |       1       |
|       rominf      | 0.011446886020682896 |   0   |   0   |   0    |       0       |
|      dtolnay      | 0.01648524005062041  |   0   |   0   |   1    |       3       |
|      dtolnay      | 0.01744266607949752  |   0   |   0   |   0    |       1       |
|        nico       | 0.017943815322280367 |   0   |   0   |   0    |       1       |
|      dtolnay      | 0.019542499453962615 |   1   |   1   |   1    |       1       |
|      dtolnay      | 0.018263802578468505 |   0   |   0   |   0    |       0       |
|       simon       | 0.017111722319107164 |   0   |   0   |   0    |       0       |
|      dtolnay      | 0.01613429533441216  |   0   |   0   |   0    |       0       |
|      dtolnay      | 0.015262558485477692 |   0   |   0   |   0    |       0       |
|      dtolnay      | 0.014480246288638608 |   0   |   0   |   0    |       0       |
|      dtolnay      | 0.01377426816999569  |   0   |   0   |   0    |       0       |
|      dtolnay      | 0.013133969844904681 |   0   |   0   |   0    |       0       |
|      dtolnay      | 0.012550591733042387 |   0   |   0   |   0    |       0       |
|        nico       | 0.012010669100894305 |   0   |   0   |   0    |       0       |
|        nico       | 0.01151535293415758  |   0   |   0   |   0    |       0       |
|      dtolnay      | 0.011064514043971558 |   0   |   0   |   0    |       0       |
|      dtolnay      | 0.012184951798043808 |   1   |   1   |   1    |       1       |
|      dtolnay      | 0.011742585476150608 |   0   |   0   |   0    |       0       |
|      dtolnay      | 0.011331234483785684 |   0   |   0   |   0    |       0       |
|      dtolnay      | 0.010947746890638753 |   0   |   0   |   0    |       0       |
|      dtolnay      | 0.010589383888371932 |   0   |   0   |   0    |       0       |
|      dtolnay      |  0.0102537542513686  |   0   |   0   |   0    |       0       |
|      dtolnay      | 0.009938760890850839 |   0   |   0   |   0    |       0       |
|      dtolnay      | 0.00964255697662496  |   0   |   0   |   0    |       0       |
|      dtolnay      | 0.009363509686119311 |   0   |   0   |   0    |       0       |
|      dtolnay      | 0.010537412143754046 |   1   |   1   |   1    |       1       |
|      dtolnay      | 0.010249415175605545 |   0   |   0   |   0    |       0       |
|      dtolnay      | 0.009976750696479735 |   0   |   0   |   0    |       0       |
|      dtolnay      | 0.011021419672550898 |   1   |   1   |   1    |       1       |
|        nico       | 0.010739705941678276 |   0   |   0   |   0    |       0       |
|        nico       | 0.010472065170011853 |   0   |   0   |   0    |       0       |
|        nico       | 0.010217468136773369 |   0   |   0   |   0    |       0       |
|        nico       | 0.009974983603609504 |   0   |   0   |   0    |       0       |
|      dtolnay      | 0.009746440621239506 |   0   |   0   |   0    |       0       |
|      dtolnay      | 0.010654767498283193 |   1   |   1   |   1    |       1       |
|        nico       | 0.011079799856459821 |   0   |   0   |   1    |       1       |
|      dtolnay      | 0.010842249453403547 |   0   |   0   |   0    |       0       |
|        nico       | 0.010612204217889321 |   0   |   0   |   0    |       0       |
|   soeren.medard   | 0.010387685717011331 |   0   |   0   |   0    |       0       |
|      dtolnay      | 0.010180986703888817 |   0   |   0   |   0    |       0       |
|      dtolnay      | 0.009982358757418314 |   0   |   0   |   0    |       0       |
|      mmckinst     | 0.009785659000337578 |   0   |   0   |   0    |       0       |
|        nico       | 0.010274336592531597 |   0   |   1   |   1    |       1       |
|        nico       | 0.010715770599891076 |   0   |   1   |   1    |       1       |
|     pkoppstein    | 0.010519309154762993 |   0   |   0   |   0    |       0       |
|  romero.malaquias | 0.010665002796708511 |   0   |   0   |   0    |       1       |
|    cameronsparr   | 0.011157732831903985 |   0   |   1   |   1    |       1       |
|        nico       | 0.011823249058838933 |   1   |   1   |   1    |       1       |
|        nico       | 0.01221745094453576  |   0   |   1   |   1    |       1       |
|        nico       | 0.012397354791939688 |   0   |   0   |   0    |       1       |
|        nico       | 0.012199678920965766 |   0   |   0   |   0    |       0       |
|        nico       | 0.012008223278308097 |   0   |   0   |   0    |       0       |
|        nico       | 0.012038919341705881 |   0   |   0   |   0    |       1       |
|        nico       | 0.013186886498455572 |   1   |   2   |   2    |       2       |
|        jasc       | 0.012984929294991378 |   0   |   0   |   0    |       0       |
|        jasc       | 0.01279113443345786  |   0   |   0   |   0    |       0       |
|        jasc       | 0.012603047562349319 |   0   |   0   |   0    |       0       |
|        jasc       | 0.012420420140294876 |   0   |   0   |   0    |       0       |
|        jasc       | 0.012243017849100457 |   0   |   0   |   0    |       0       |
|        nico       | 0.012074729952918261 |   0   |   0   |   0    |       0       |
|        nico       | 0.011911015879263851 |   0   |   0   |   0    |       0       |
|        nico       | 0.011751691561579344 |   0   |   0   |   0    |       0       |
|        nico       | 0.011596582680874764 |   0   |   0   |   0    |       0       |
|        nico       | 0.011445524028871765 |   0   |   0   |   0    |       0       |
|         mu        | 0.011296579998988155 |   0   |   0   |   0    |       0       |
|         mu        | 0.01151440425492556  |   0   |   0   |   0    |       1       |
|        nico       | 0.011370093093222742 |   0   |   0   |   0    |       0       |
|        nico       | 0.011229362829262688 |   0   |   0   |   0    |       0       |
|      dtolnay      | 0.011092154947258162 |   0   |   0   |   0    |       0       |
|        nico       | 0.010958195911697886 |   0   |   0   |   0    |       0       |
|     raysatiro     | 0.010824245435530984 |   0   |   0   |   0    |       0       |
|      clement      | 0.011352480348724497 |   1   |   1   |   1    |       1       |
|       cortex      | 0.011219711140990195 |   0   |   0   |   0    |       0       |
|   xiong.chiamiov  | 0.011091342018771351 |   0   |   0   |   0    |       0       |
|  janne.cederberg  | 0.010967150385124323 |   0   |   0   |   0    |       0       |
|      richard      | 0.010846928541821357 |   0   |   0   |   0    |       0       |
|        jasc       | 0.010730482459506776 |   0   |   0   |   0    |       0       |
|       jwilk       | 0.01072357843826047  |   0   |   0   |   0    |       1       |
|       wmark       | 0.010923654338243445 |   0   |   0   |   1    |       1       |
|       wmark       | 0.011120023245445398 |   0   |   0   |   1    |       1       |
|      wlangfor     | 0.011388764128715605 |   0   |   0   |   0    |       3       |
|       attila      | 0.011834319009006862 |   1   |   1   |   1    |       1       |
|        nico       | 0.01203955033436982  |   0   |   1   |   1    |       1       |
|        nico       | 0.011924395757248877 |   0   |   0   |   0    |       0       |
|        nico       | 0.011811445412758068 |   0   |   0   |   0    |       0       |
|        nico       | 0.01170063560908063  |   0   |   0   |   0    |       0       |
|        nico       | 0.01159190516787179  |   0   |   0   |   0    |       0       |
|        nico       | 0.011485195292210152 |   0   |   0   |   0    |       0       |
|        nico       | 0.011380449444030128 |   0   |   0   |   0    |       0       |
|        nico       | 0.01176282765443588  |   1   |   1   |   1    |       1       |
|        nico       | 0.012144780108881106 |   1   |   1   |   1    |       2       |
|       github      | 0.01203445838478109  |   0   |   0   |   0    |       0       |
|      wlangfor     | 0.01240922697544807  |   1   |   1   |   1    |       1       |
|      wlangfor     | 0.012739473840048006 |   1   |   1   |   1    |       1       |
|      wlangfor     | 0.01361594580712349  |   1   |   1   |   3    |       3       |
|        nico       | 0.013496270996760616 |   0   |   0   |   0    |       0       |
|   erik.brinkman   | 0.013867325064408716 |   1   |   1   |   1    |       1       |
|        nico       | 0.014056785071416706 |   1   |   1   |   1    |       1       |
|        nico       | 0.013939212272524067 |   0   |   0   |   0    |       0       |
|        nico       | 0.013823941894078998 |   0   |   0   |   0    |       0       |
|        nico       | 0.013710833063681338 |   0   |   0   |   0    |       0       |
|        nico       | 0.013599774491326957 |   0   |   0   |   0    |       0       |
|        nico       | 0.014023201229596823 |   1   |   1   |   1    |       1       |
|        nico       | 0.013913316680044543 |   0   |   0   |   0    |       0       |
|        nico       | 0.01380514717911446  |   0   |   0   |   0    |       0       |
|        nico       | 0.013698652802372428 |   0   |   0   |   0    |       0       |
|      mattn.jp     | 0.013782614476398987 |   0   |   0   |   0    |       1       |
|      mattn.jp     | 0.014216360764852005 |   1   |   1   |   2    |       2       |
|        nico       | 0.014282758223155544 |   0   |   0   |   0    |       1       |
|        nico       | 0.014199436726646248 |   0   |   0   |   0    |       1       |
|        nico       | 0.014094639225646953 |   0   |   0   |   0    |       0       |
|        nico       | 0.013991385199352677 |   0   |   0   |   0    |       0       |
|        nico       | 0.014426289789199012 |   1   |   2   |   2    |       2       |
|        nico       | 0.014588049757955163 |   0   |   1   |   1    |       1       |
|        nico       | 0.014751186293091037 |   1   |   1   |   1    |       1       |
|        nico       | 0.014646485669801384 |   0   |   0   |   0    |       0       |
|        nico       | 0.014543265745552314 |   0   |   0   |   0    |       0       |
|        nico       | 0.014668296271803117 |   0   |   0   |   1    |       1       |
|        nico       | 0.014791593880618315 |   0   |   0   |   1    |       1       |
|        nico       | 0.015374762764072129 |   1   |   1   |   3    |       3       |
|        nico       | 0.015269454274651366 |   0   |   0   |   0    |       0       |
|        nico       | 0.015412475928539018 |   1   |   1   |   1    |       1       |
|        nico       | 0.01565792037875756  |   1   |   1   |   1    |       1       |
|        nico       | 0.01653497364739329  |   2   |   3   |   3    |       4       |
|        nico       | 0.016985932176585204 |   1   |   1   |   2    |       2       |
|        nico       | 0.016873507068026965 |   0   |   0   |   0    |       0       |
|        nico       | 0.017102945329285323 |   1   |   1   |   1    |       1       |
|      wlangfor     | 0.01737543622622005  |   1   |   1   |   1    |       1       |
|        nico       | 0.018278674918176883 |   2   |   2   |   2    |       2       |
|        nico       | 0.018419804233281226 |   1   |   1   |   1    |       1       |
|        nico       | 0.018559131177858713 |   1   |   1   |   1    |       1       |
|        nico       | 0.01844108966230635  |   0   |   0   |   0    |       0       |
|        nico       | 0.018324544517852603 |   0   |   0   |   0    |       0       |
|        nico       | 0.01820946742861643  |   0   |   0   |   0    |       0       |
|        nico       | 0.018095830789484534 |   0   |   0   |   0    |       0       |
|        nico       | 0.018184932795878822 |   0   |   0   |   1    |       1       |
|      wlangfor     | 0.01909674360454909  |   0   |   2   |   4    |       5       |
|      wlangfor     | 0.01917613907457865  |   0   |   0   |   1    |       1       |
|      wlangfor     | 0.019666492740757734 |   1   |   2   |   2    |       3       |
|        nico       | 0.019540225378778416 |   0   |   0   |   0    |       0       |
|        nico       | 0.019716219743785058 |   0   |   0   |   0    |       4       |
|        nico       | 0.01969972823122051  |   0   |   0   |   0    |       1       |
|        nico       | 0.019904174928915493 |   1   |   1   |   1    |       2       |
|        nico       | 0.01980112159375256  |   0   |   0   |   0    |       1       |
|      wlangfor     | 0.019683414999936696 |   0   |   0   |   0    |       0       |
|      wlangfor     | 0.01956714807650937  |   0   |   0   |   0    |       0       |
|      wlangfor     | 0.01945228971267517  |   0   |   0   |   0    |       0       |
|      wlangfor     | 0.019338810413128654 |   0   |   0   |   0    |       0       |
|     pkoppstein    | 0.019224889268559604 |   0   |   0   |   0    |       0       |
|        nico       | 0.020307336389918076 |   2   |   2   |   3    |       7       |
|        nico       | 0.02037435638215718  |   0   |   0   |   1    |       1       |
|        nico       | 0.020796034157315717 |   0   |   1   |   2    |       3       |
|       DLange      | 0.020675163630675886 |   0   |   0   |   0    |       0       |
|        nico       | 0.020764051921060272 |   0   |   0   |   0    |       2       |
|        nico       | 0.02064906310744368  |   0   |   0   |   0    |       0       |
|        nico       | 0.020817582097131745 |   1   |   1   |   1    |       1       |
|        nico       | 0.020984285020335846 |   1   |   1   |   1    |       1       |
|        nico       | 0.021149200451972064 |   1   |   1   |   1    |       1       |
|        nico       | 0.021312356446568675 |   1   |   1   |   1    |       1       |
|      wlangfor     | 0.021194727226404312 |   0   |   0   |   0    |       0       |
|    trantorvega    | 0.021077879691621258 |   0   |   0   |   0    |       0       |
|        nico       | 0.02123727696451394  |   1   |   1   |   1    |       1       |
|      wlangfor     | 0.02144113496616061  |   1   |   1   |   1    |       1       |
|      wlangfor     | 0.021327616879073304 |   0   |   0   |   0    |       0       |
|   andrew.cspeed   | 0.021213591848928227 |   0   |   0   |   0    |       0       |
|        eric       | 0.021101808192647648 |   0   |   0   |   0    |       0       |
|      wlangfor     | 0.021252435296364225 |   1   |   1   |   1    |       1       |
|      wlangfor     | 0.021267743616930897 |   0   |   0   |   0    |       1       |
|      wlangfor     | 0.02127495789922455  |   0   |   0   |   0    |       1       |
|        nico       | 0.021243298064412445 |   0   |   0   |   0    |       1       |
|        nico       | 0.02129536812339998  |   0   |   0   |   1    |       1       |
|       david       | 0.021388798397721953 |   1   |   1   |   1    |       1       |
|        nico       | 0.02128330494210884  |   0   |   0   |   0    |       0       |
|     larryaasen    | 0.02117745793253731  |   0   |   0   |   0    |       0       |
|   paul+gitkraken  | 0.021073587139776563 |   0   |   0   |   0    |       0       |
|       jakub       | 0.020971633159331097 |   0   |   0   |   0    |       0       |
|       jakub       | 0.020871539010610497 |   0   |   0   |   0    |       0       |
|       jakub       | 0.020772400238062268 |   0   |   0   |   0    |       0       |
|       david       | 0.02067469316343676  |   0   |   0   |   0    |       0       |
|    riley.avron    | 0.020577419935547236 |   0   |   0   |   0    |       0       |
|       rain1       | 0.02067040996036883  |   1   |   1   |   1    |       1       |
|        nico       | 0.02057760465460451  |   0   |   0   |   0    |       0       |
|        nico       | 0.020485686360924068 |   0   |   0   |   0    |       0       |
| roland.dowdeswell | 0.02050543924333117  |   0   |   0   |   0    |       1       |
|      wlangfor     | 0.02041518829491616  |   0   |   0   |   0    |       0       |
|      wlangfor     | 0.020726159599976143 |   0   |   2   |   2    |       3       |
|      wlangfor     | 0.020780721794581753 |   0   |   0   |   1    |       1       |
|      wlangfor     | 0.020844649936981857 |   0   |   1   |   1    |       1       |
|      wlangfor     | 0.020754763303518112 |   0   |   0   |   0    |       0       |
|      aozdemir     | 0.020663608877511102 |   0   |   0   |   0    |       0       |
+-------------------+----------------------+-------+-------+--------+---------------+
score for repo is: 0.020663608877511102
--------------score is: 0.11066611402244247-------------------

current values: [1.53352505 0.         0.67885076 1.19727747 1.02394351]
for repo: nlohmann/json
+---------------+----------------------+-------+-------+--------+---------------+
|      user     |        score         | top 3 | top 5 | top 10 | total_objects |
+---------------+----------------------+-------+-------+--------+---------------+
| niels.lohmann |         0.0          |   0   |   0   |   0    |       0       |
| niels.lohmann |         0.0          |   0   |   0   |   0    |       0       |
| niels.lohmann |         0.0          |   0   |   0   |   0    |       0       |
| niels.lohmann |         0.0          |   0   |   0   |   0    |       0       |
| niels.lohmann |         0.0          |   0   |   0   |   0    |       0       |
| niels.lohmann |         0.0          |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.00989292567813941  |   1   |   1   |   1    |       1       |
| niels.lohmann | 0.017314088145477517 |   1   |   1   |   1    |       1       |
| niels.lohmann | 0.023087379506719193 |   1   |   1   |   1    |       1       |
| niels.lohmann | 0.02078035229563228  |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.025190350235325207 |   1   |   1   |   1    |       1       |
| niels.lohmann | 0.02309300264903621  |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.021318300960899934 |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.019797107493788508 |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.01847872124017521  |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.01732511640679578  |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.021837136133196343 |   2   |   2   |   2    |       3       |
| niels.lohmann | 0.02599692609530821  |   2   |   2   |   2    |       3       |
| niels.lohmann | 0.02463752529612639  |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.023413379202307617 |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.02681101654281956  |   2   |   2   |   2    |       2       |
| niels.lohmann | 0.029901746247655524 |   2   |   2   |   2    |       2       |
| niels.lohmann | 0.032725419915803536 |   2   |   2   |   2    |       2       |
| niels.lohmann | 0.032419890737949215 |   1   |   1   |   1    |       1       |
| niels.lohmann | 0.03391052850171918  |   1   |   1   |   1    |       1       |
| niels.lohmann | 0.032613408539897956 |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.033987367398536285 |   1   |   1   |   1    |       1       |
| niels.lohmann | 0.032779962077493584 |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.03165552291515606  |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.033766163920192126 |   2   |   2   |   2    |       2       |
| niels.lohmann | 0.03574144031278689  |   2   |   2   |   2    |       2       |
| niels.lohmann | 0.036805061261001255 |   1   |   1   |   1    |       1       |
| niels.lohmann | 0.03780465745705912  |   1   |   1   |   1    |       1       |
| niels.lohmann | 0.038745858495989535 |   1   |   1   |   1    |       1       |
| niels.lohmann | 0.03764426955111366  |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.036603691637422976 |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.03561919144499763  |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.037184355638208155 |   2   |   2   |   2    |       2       |
| niels.lohmann | 0.03802176093165929  |   1   |   1   |   1    |       1       |
| niels.lohmann | 0.03707574068127023  |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.038491807598396634 |   2   |   2   |   2    |       2       |
| niels.lohmann | 0.03984084429378587  |   2   |   2   |   2    |       2       |
| niels.lohmann | 0.044411859566913216 |   1   |   1   |   1    |       13      |
| niels.lohmann | 0.04336657550138914  |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.04233903799187157  |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.041373639686917776 |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.040455976068874605 |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.039580413602703014 |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.03874327985876065  |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.03982472218047714  |   2   |   2   |   2    |       2       |
| niels.lohmann | 0.04037541804853193  |   1   |   1   |   1    |       1       |
| niels.lohmann | 0.03957437692643609  |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.05550519271297269  |   0   |   2   |   7    |       96      |
| niels.lohmann | 0.050656587410154066 |   1   |   1   |   1    |       1       |
| niels.lohmann |  0.0457061120845348  |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.04293664242640019  |   1   |   1   |   1    |       2       |
| niels.lohmann | 0.041958201668010925 |   1   |   1   |   1    |       3       |
| niels.lohmann | 0.039078946114192666 |   0   |   0   |   0    |       1       |
| niels.lohmann | 0.037358865132651596 |   1   |   1   |   1    |       3       |
| niels.lohmann | 0.03563192364666907  |   1   |   1   |   1    |       1       |
| niels.lohmann | 0.03368528281659184  |   0   |   0   |   0    |       1       |
| niels.lohmann | 0.031968574346606465 |   0   |   0   |   0    |       1       |
| niels.lohmann | 0.03081515803339141  |   1   |   1   |   1    |       1       |
| niels.lohmann | 0.029781692195496767 |   1   |   1   |   1    |       1       |
| niels.lohmann | 0.02832961534976573  |   0   |   0   |   0    |       1       |
| niels.lohmann | 0.02700282405674013  |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.02579488901927169  |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.02515424923943875  |   1   |   1   |   1    |       1       |
| niels.lohmann | 0.02412156728088353  |   0   |   0   |   0    |       1       |
| niels.lohmann | 0.023182665994200147 |   0   |   0   |   0    |       1       |
| niels.lohmann | 0.022337960467484277 |   0   |   0   |   0    |       1       |
| niels.lohmann | 0.021531878364439348 |   0   |   0   |   0    |       1       |
| niels.lohmann | 0.021157582554794954 |   1   |   1   |   1    |       1       |
| niels.lohmann | 0.02044593988709787  |   0   |   0   |   0    |       1       |
| niels.lohmann | 0.01977744352393561  |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.019276618670459166 |   0   |   0   |   0    |       1       |
| niels.lohmann | 0.018685061152794925 |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.018128738868143774 |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.01760459387205636  |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.017109912248430104 |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.01664227703003387  |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.016593102635068947 |   1   |   1   |   1    |       2       |
| niels.lohmann | 0.016443887976492395 |   1   |   1   |   1    |       1       |
| niels.lohmann | 0.01602852613281365  |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.015633634159546182 |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.015257735012925246 |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.01515390122751832  |   1   |   1   |   1    |       1       |
| niels.lohmann | 0.01505483388332695  |   1   |   1   |   1    |       1       |
| niels.lohmann | 0.014717212247470869 |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.014718914213335104 |   1   |   1   |   1    |       2       |
| niels.lohmann | 0.014720544881896254 |   1   |   1   |   1    |       2       |
| niels.lohmann | 0.014638917159816632 |   1   |   1   |   1    |       12      |
| niels.lohmann | 0.01465922659515472  |   1   |   1   |   1    |       2       |
| niels.lohmann | 0.014369419449374919 |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.014579340098019379 |   1   |   1   |   1    |       7       |
| niels.lohmann | 0.01515985410947179  |   2   |   2   |   3    |       40      |
| niels.lohmann | 0.01496721572103761  |   0   |   0   |   0    |       1       |
| niels.lohmann | 0.019477265854202442 |   1   |   1   |   4    |       33      |
| niels.lohmann | 0.02116898017897769  |   1   |   1   |   1    |       33      |
| niels.lohmann | 0.02297035474957509  |   1   |   1   |   2    |       35      |
| niels.lohmann | 0.02464063142437024  |   1   |   1   |   1    |       33      |
| niels.lohmann | 0.02446528538575335  |   1   |   1   |   1    |       1       |
| niels.lohmann | 0.026085563096189684 |   1   |   1   |   1    |       37      |
| niels.lohmann | 0.027768070408807247 |   1   |   1   |   1    |       39      |
| niels.lohmann | 0.029648682567860237 |   1   |   1   |   1    |      132      |
| niels.lohmann | 0.02902255075408797  |   0   |   0   |   0    |       0       |
| niels.lohmann | 0.03363831311053303  |   3   |   5   |   5    |       60      |
|      mail     | 0.037570722693549684 |   3   |   5   |   10   |       43      |
|      mail     | 0.04720012686102907  |   3   |   5   |   10   |      162      |
|      mail     | 0.052696934666964325 |   3   |   5   |   10   |       43      |
|      mail     | 0.051199034769555965 |   0   |   0   |   0    |       0       |
|      mail     | 0.06790861214004937  |   2   |   4   |   9    |      216      |
|      mail     | 0.07267796743268241  |   3   |   5   |   10   |       49      |
|      mail     | 0.07744399590885714  |   0   |   0   |   0    |       53      |
|      mail     | 0.08555385868601599  |   3   |   5   |   10   |       94      |
|      mail     |  0.0900025051233799  |   3   |   5   |   10   |       62      |
+---------------+----------------------+-------+-------+--------+---------------+
score for repo is: 0.0900025051233799
for repo: stedolan/jq
+-------------------+----------------------+-------+-------+--------+---------------+
|        user       |        score         | top 3 | top 5 | top 10 | total_objects |
+-------------------+----------------------+-------+-------+--------+---------------+
|      dtolnay      |         0.0          |   0   |   0   |   0    |       0       |
|      dtolnay      |         0.0          |   0   |   0   |   0    |       0       |
|      dtolnay      |         0.0          |   0   |   0   |   0    |       0       |
|      dtolnay      |         0.0          |   0   |   0   |   0    |       0       |
|      svnpenn      | 0.004668838868555828 |   0   |   0   |   0    |       1       |
|    joel.nothman   | 0.013089580802922359 |   1   |   1   |   1    |       1       |
|      dtolnay      | 0.01124997215333554  |   0   |   0   |   0    |       0       |
|      dtolnay      | 0.012085621687299871 |   0   |   0   |   0    |       1       |
|      dtolnay      | 0.012738094690919197 |   0   |   0   |   0    |       1       |
|       rominf      | 0.011446886013547753 |   0   |   0   |   0    |       0       |
|      dtolnay      | 0.01648524004558582  |   0   |   0   |   1    |       3       |
|      dtolnay      | 0.017442666075317758 |   0   |   0   |   0    |       1       |
|        nico       | 0.01794381531811354  |   0   |   0   |   0    |       1       |
|      dtolnay      | 0.019542499450681924 |   1   |   1   |   1    |       1       |
|      dtolnay      | 0.018263802575283497 |   0   |   0   |   0    |       0       |
|       simon       | 0.017111722316465645 |   0   |   0   |   0    |       0       |
|      dtolnay      | 0.016134295331816845 |   0   |   0   |   0    |       0       |
|      dtolnay      | 0.015262558482933366 |   0   |   0   |   0    |       0       |
|      dtolnay      | 0.01448024628614795  |   0   |   0   |   0    |       0       |
|      dtolnay      | 0.013774268167559908 |   0   |   0   |   0    |       0       |
|      dtolnay      | 0.013133969842523973 |   0   |   0   |   0    |       0       |
