               user                                           modified                      added  modified_centrality  all_centrality  modified_proximity  all_proximity  modified_changeExtent  all_changeExtent
172         fraggle                                               [28]                         []             0.879310       45.724138            0.980000      52.214605               0.000000          0.781250
173         fraggle                                               [28]                         []             0.879310       45.724138            0.941176      54.535425               0.000000          0.630303
174         fraggle                                                [3]                         []             0.879310       45.724138            1.000000      54.903459               0.000000          0.529412
175         fraggle                                               [66]                         []             0.896552       45.724138            0.000000       0.000000               0.045977          3.603448
176         fraggle                             [2, 21, 79, 8, 59, 81]                         []             3.593220       44.966102            0.126821       1.301562               0.382857          3.537143
177         fraggle  [41, 2, 3, 45, 46, 60, 61, 66, 67, 63, 64, 11,...                         []            45.050847       45.338983            7.981468       8.790992               3.125000          3.136364
178         fraggle  [2, 3, 46, 60, 30, 5, 34, 8, 48, 71, 59, 62, 6...                         []            15.542373       54.627119           15.847708      55.872765               0.000000          0.011299
179  fraggle+github                                       [30, 31, 43]                         []             2.898305       54.627119            0.000000       0.000000               0.398876          3.966292
180  fraggle+github                                               [21]                         []             0.966667       53.766667            0.050847       3.749088               0.122905          3.547486
181  fraggle+github                                               [55]               [85, 86, 87]             0.966667       53.783333            0.027778       4.047456               0.038889          3.405556
182  fraggle+github                                     [21, 22, 8, 9]                         []             3.666667       51.476190            0.393954       6.840997               0.370166          3.348066
183         @total@                                                 []                         []           381.179580     4614.068301          493.029681    6354.333456              18.975321        153.110449
